Total Water Withdrawals (bcm),GDP (current US$),Agriculture Water Withdrawals (%),Water Stress Level (%),Domestic Water Withdrawals (%),Water Productivity (2015 US$ GDP per cubic meter),Average Precipitation (mm per year),Renewable Internal Water Resources (bcm),Industry Water Withdrawals (%),Total Population,Year,Country
0.1391,16874405460,28.97196262,0.502166065,60.891445,111.1447995,1831,164,10.13659238,2242785,2019,Gabon
1.092,11861199831,70.26431718,6.5625,29.73568282,10.77318866,1485,26.9,13.23237885,2876101,2016,Albania
1.572,6221077675,73.28244275,2.835497836,18.44783715,6.458699609,1020,80.2,8.269720102,11188040,2004,Zambia
0.0409,427425039.7,62.59168704,1.876146789,35.94132029,8.795916194,3200,2.18,1.466992665,214599,2019,Sao Tome and Principe
14.283,52064058834,75.7873895,68.55949695,19.32926242,3.973454673,346,29,4.883348081,29661270,2003,Morocco
3.5288,13872791659,90.6002265,168.0380952,7.542468856,13.68593951,167,2.1,1.857304643,20733406,2004,"Yemen, Rep."
1.386680952,5107329007,82.54195886,2.419192171,14.55351384,5.282258742,2280,156.21,2.904527302,5123222,2000,Nicaragua
3.3241,40676432029,56.73716194,5.742097081,25.11958124,15.47082543,1996,109.2,18.14325682,14259687,2010,Guatemala
45.13,6.49273E+11,85.81425898,33.52150338,10.84826151,12.55122626,593,227,3.337479511,72225639,2009,Turkiye
2.088,19649631308,91.95402299,1.177001127,6.513409962,12.10083439,1146,303.5,1.53256705,10223270,2010,Bolivia
83.273,2.08369E+11,81.51501687,25.45796393,8.557395554,2.745451544,2348,479,9.927587573,94636700,2010,Philippines
4.908,1.11539E+11,57.45721271,4,23.41075795,30.37377933,1732,327,19.13202934,4184600,2006,New Zealand
12.946,77000596661,87.36289201,90.78541374,6.218136876,5.932785999,1712,52.8,6.418971111,20585000,2013,Sri Lanka
5.3338,22322395368,82.81174051,29.55996453,13.07160217,7.243038363,1410,23.5,4.116657319,9043127,2004,Dominican Republic
6.482,1.79133E+11,16.86207961,6.068720157,16.24498612,25.48019272,637,42.38,66.89293428,20058035,2012,Romania
0.01,1077439663,47,0.833333333,48,103.6191396,900,1.2,5,761664,2017,Comoros
1.172,462283556.7,91.38225256,28.26821032,8.447098976,0.780079525,1500,8.215,0.170648464,969313,2005,Timor-Leste
3.5786,2.71362E+11,12.91236325,8.486127579,17.59550396,65.4223814,536,107,69.49213279,5438972,2013,Finland
1.2011,49921400000,38.76446591,0.8934097,60.6943635,42.59331958,2928,136.6,0.541170594,3888793,2014,Panama
61,2.29247E+12,19.93957704,3.879308974,20.24169184,22.635311,460,4312,59.81873112,143506995,2013,Russian Federation
12.42540214,1.42829E+12,69.94964076,4.996140788,14.76513755,117.507272,534,492,15.28522169,24966643,2018,Australia
0.019,2913466732,15.78947368,6.333333333,84.21052632,151.0319544,220,0.3,0,1057198,2018,Djibouti
1.5423,8298679909,76.70380928,2.69068388,18.52811609,6.072589929,2280,156.21,4.768074631,5770639,2009,Nicaragua
2.413,40377929296,78.61583092,1.835399711,15.00207211,14.57578817,1130,117,6.382096975,6090721,2014,Paraguay
2.413,36211447840,78.61583092,1.835399711,15.00207211,15.00681634,1130,117,6.382096975,6177950,2015,Paraguay
0.6239,8728038525,11.52428274,0.207069366,67.24475076,26.69966366,1543,900,21.2309665,51662071,2002,"Congo, Dem. Rep."
92.95,4.8663E+11,92.17577706,81.28908129,6.645230439,4.910709464,228,128.5,1.178992497,84505076,2017,"Iran, Islamic Rep."
7.85,14426381187,96.17834395,5.117340287,1.656050955,1.837755565,1834,190.4,2.165605096,6787419,2015,Lao PDR
9.875,1.78064E+11,65.46854247,8.04808476,10.36096976,18.03184518,1732,327,24.17048777,4609400,2015,New Zealand
0.2387,11074813830,44.54392837,205.7758621,49.77616116,72.86623067,83,0.004,5.679910465,778256,2003,Bahrain
20.282,4539500884,98.3437922,54.75701944,0.903386075,0.405407763,327,47.15,0.752821729,22645130,2003,Afghanistan
0.223,6395472574,34.08071749,3.391634981,63.0941704,20.65095208,1168,11.5,2.825112108,7852795,2017,Togo
9.1258,1.36309E+11,89.05097615,18.46206757,8.614768127,22.98688279,652,58,2.334255726,10862132,2001,Greece
0.1879,15470059202,35.12506652,1.964864582,48.48323576,75.68162423,416,2.4,16.39169771,2260376,2014,Botswana
0.169333333,1482437752,46.06299213,2.575411914,51.25984252,14.82159097,1168,11.5,2.677165354,5145426,2001,Togo
1.5433,13025239912,76.71889162,2.692428472,18.51612068,8.73912962,2280,156.21,4.764987699,6572233,2018,Nicaragua
8.1025,2460248026,93.15574179,52.60680431,2.8733912,0.522928518,533,48.93,3.970867006,5162600,2005,Kyrgyz Republic
0.019,2604955229,15.78947368,6.333333333,84.21052632,136.6890365,220,0.3,0,1023261,2016,Djibouti
9.65,37253259017,9.740932643,9.034734575,21.4507772,10.62192572,637,42.38,68.80829016,22442971,2000,Romania
0.3887,24979190000,67.56373938,2.424828447,22.3796034,63.21978325,1784,15.63,10.05665722,6266654,2017,El Salvador
1.6134,1.36036E+11,59.14760915,139.1942024,34.40748441,114.293923,435,0.75,6.444906445,6289000,2000,Israel
9.6845,1525116370,93.64802164,62.87819764,3.122913349,0.382668776,533,48.93,3.229065009,4945100,2001,Kyrgyz Republic
1.6055,3600683040,73.96963124,2.895923521,17.97334986,5.019638873,1020,80.2,8.057018903,9891136,2000,Zambia
12.472,5.20117E+11,44.16833667,9.668217054,40.08016032,36.22355687,1150,221,15.75150301,174726123,2013,Nigeria
5.184,53320647489,89.35185185,12.96324081,10.16589506,10.42976141,1071,84,0.482253086,56267032,2017,Tanzania
41.47979091,1.17311E+12,6.438299342,4.271863121,14.05103273,31.86265286,537,2850,79.51066793,32243753,2005,Canada
3.089714286,42347217913,60.99500647,25.47167589,35.0749029,16.69779707,630,20.7,3.930090623,40364444,2009,Kenya
6.884,1.74585E+11,15.96455549,6.445089411,15.90644974,22.69255476,637,42.38,63.62579895,20882982,2007,Romania
0.01788,1461139022,5.592841163,0.16570899,79.41834452,246.7099035,2156,26,14.98881432,719270,2001,Equatorial Guinea
0.36796,3927157867,0.271768671,0.12410118,56.98989021,31.33159877,3142,801,42.73834112,6293166,2004,Papua New Guinea
63.86,1.80221E+12,54.0269665,3.019385343,25.78574001,28.22133376,1761,5661,20.18572748,205188205,2015,Brazil
7.651,2.78632E+12,13.81369058,13.04518329,73.13909003,363.0109557,1220,145,13.04721939,64128273,2013,United Kingdom
60.65,3.32442E+11,84.27118644,110.4735883,14.10169492,5.666660636,18.1,1,1.627118644,99784030,2016,"Egypt, Arab Rep."
0.13,4194342849,42.53347065,0.975243811,35.83934089,52.73236713,1039,10.3,21.62718847,7431783,2002,Benin
1.25325,32197272797,72.8705366,5.463164778,19.54917215,28.05924859,1187,30.3,7.580291243,25574719,2010,Ghana
2.576571429,18737897745,69.66067864,21.24131433,26.18097139,16.99743049,630,20.7,4.158349967,35843010,2005,Kenya
0.101,1389500000,67.72277228,1.260294485,11.28712871,17.1177333,1705,15.26,20.99009901,272128,2004,Belize
0.1016,1813608280,38.58267717,2.209656372,40.5511811,16.5110985,836,3,20.86614173,2508883,2019,"Gambia, The"
68.769,1.30438E+11,86.03009722,125.2622951,10.50739113,3.556473604,18.1,1,3.462511653,82218755,2007,"Egypt, Arab Rep."
0.0429,2057067919,70.86247086,14.3,29.13752914,46.48970703,2301,0.3,0,177888,2018,St. Lucia
33.448,2.19695E+12,13.86436775,29.28127462,17.4633167,66.5149213,867,200,68.67231555,63188395,2005,France
6.0564,57481481481,59.48685775,20.83743334,28.06762647,12.23628155,1335,38.12,12.44551578,11283185,2009,Cuba
14.64861538,3.29753E+11,62.17823652,46.90558881,27.944385,20.64766062,495,44.8,9.87737848,51170779,2009,South Africa
0.0418,11091423499,41.10032362,82.77227723,57.2815534,265.3450598,560,0.0505,1.618122977,445053,2015,Malta
0.2122,1885112202,21.53628652,0.495794393,52.30914232,13.08499064,2526,160,26.15457116,5809774,2006,Sierra Leone
2.939,3.45581E+11,28.74689531,2.234980989,32.29560069,117.6500876,1414,382,38.957504,4660677,2006,Norway
5.376,57082011260,13.51612783,39.73686156,16.50359016,9.13297262,608,21,69.980282,7223938,2014,Bulgaria
0.181117561,30483806018,31.15608979,1.067280854,48.61069981,159.196722,667,16.94,20.23320983,1942248,2017,Latvia
5.835521053,1.43534E+11,45.64504373,2.992550607,24.45335277,32.02772301,2875,580,29.9016035,25923536,2005,Malaysia
0.5112,2523471532,42.19745223,3.753303965,18.25419803,10.22234363,241,34.8,39.54834974,2559255,2005,Mongolia
113.27,1.65021E+11,81.87981075,15.10871015,11.58993009,3.4873522,2702,2018.7,6.530259163,214072421,2000,Indonesia
0.2801,2705783272,79.25740807,10.19286754,15.38736166,11.53149783,1274,10.06,5.355230275,10494913,2014,Burundi
5.2834,2.53498E+11,7.71399121,12.52881195,17.56954462,42.85738715,536,107,74.71646417,5338871,2009,Finland
3.3241,57852399964,56.73716194,5.742097081,25.11958124,17.9722222,1996,109.2,18.14325682,15306316,2014,Guatemala
0.184518182,32539468085,32.67433346,159.0673981,62.73204979,157.3531263,83,0.004,4.593616746,1261673,2013,Bahrain
11.0638,1.04739E+11,49.78855676,8.576589147,33.94115734,21.29525288,1150,221,16.2702859,133119801,2003,Nigeria
10.93646667,4979481980,90.94478714,72.14979989,5.319890056,0.506277751,691,63.46,3.735322803,7468596,2009,Tajikistan
14.43576923,3.16132E+11,62.08767823,46.22404493,28.19748883,21.27939316,495,44.8,9.714832943,50565812,2008,South Africa
7.32,18141651381,95.90163934,4.771838331,1.775956284,2.395470013,1834,190.4,2.322404372,7105006,2018,Lao PDR
13.223,62343022651,78.50018506,63.47141554,17.26153759,4.645920773,346,29,4.238277358,30431902,2005,Morocco
3.66,64515038268,86.61202186,9.786096257,11.20218579,15.11461171,1300,92.2,2.18579235,3427042,2018,Uruguay
27.98334749,3.2311E+11,74.09053864,4.189123876,12.74957045,11.48518703,3240,2145,13.15989091,50187406,2019,Colombia
1.66312,4348068242,52.86449565,9.994711539,33.35658281,4.123056256,1485,26.9,13.77892155,3051010,2002,Albania
92.95,4.86808E+11,92.17577706,81.28908129,6.645230439,4.3616427,228,128.5,1.178992497,75373855,2010,"Iran, Islamic Rep."
0.3891,26881140000,67.56373938,2.427323768,22.3796034,66.25488334,1784,15.63,10.05665722,6280217,2019,El Salvador
0.637,25127805566,40.65934066,5.82799634,51.49136578,36.99795243,1180,39,7.849293564,31412520,2009,Uganda
0.818,15890065020,51.43031785,7.820267686,45.91687042,17.35237663,748,12.5,2.652811736,20392723,2018,Burkina Faso
29.18733333,7.93175E+11,57.21045274,85.19361744,26.83801126,33.5423414,1274,64.85,15.95153601,48082519,2004,"Korea, Rep."
0.163,9025660362,42.94478528,0.221497486,48.46625767,72.75905943,1940,170,8.588957055,281205,2000,Iceland
0.7435,2.75447E+11,12.70273045,3.577959577,76.72449189,295.1519088,1118,49,10.57277766,4489544,2008,Ireland
0.1391,17595745653,28.97196262,0.502166065,60.891445,95.4226886,1831,164,10.13659238,1902226,2013,Gabon
2.184,7274595707,94.0018315,1.036544851,4.487179487,4.687868954,1904,120.6,1.510989011,13477779,2006,Cambodia
0.3921,17984910502,0.25503698,0.132242833,57.00076511,42.13381224,3142,801,42.74419791,7806637,2011,Papua New Guinea
20.346725,1.89606E+11,88.01442497,847.7802083,9.918318376,17.2484821,59,2.4,2.067256654,22623415,2002,Saudi Arabia
27.98334749,2.82825E+11,75,4.189123876,12.46428571,10.70664758,3240,2145,13.32142857,47625955,2016,Colombia
18.66,3.4671E+11,60.77170418,59.75024015,19.98928189,18.58037462,495,44.8,19.23901393,55876504,2015,South Africa
1.4447,4787636237,94.34484668,3.298401827,4.243095452,3.331763248,2387,241,1.412057867,785514,2018,Guyana
0.16806,17320552500,77.80321614,22.97156916,19.88007632,107.4229168,498,0.78,2.31670755,1018684,2004,Cyprus
7.35,18740559554,95.91836735,4.791395046,1.768707483,2.515897365,1834,190.4,2.31292517,7212053,2019,Lao PDR
5.186,6905934548,97.85962206,8.00308642,2.063247204,1.773710818,282,60,0.077130737,13623541,2006,Mali
0.09494,578236035.1,41.28923531,2.064810787,38.78238888,10.35287774,836,3,19.92837582,1522223,2002,"Gambia, The"
1.5796,50874078052,29.0326665,5.20632828,40.02279058,31.31202247,618,34,30.94454292,9504583,2009,Belarus
0.170358947,1965500949,67.84436577,5.641024747,24.1137907,17.42772172,1212,9.5,8.041843538,8223941,2001,Rwanda
3.522625,3.89186E+11,2.506941377,9.733697154,17.98284983,103.4696359,1110,55,79.51020879,8295487,2007,Austria
0.149942857,10397897086,73.42583516,20.49519644,24.38730111,107.7001891,498,0.78,2.186863736,964830,2001,Cyprus
0.01,1116224161,47,0.833333333,48,93.53665512,900,1.2,5,699393,2013,Comoros
7.685,2.6664E+12,12.88857068,13.10315431,75.72246811,349.8775748,1220,145,8.750325436,63258810,2011,United Kingdom
1.253571429,10174664854,58.67201873,11.58247647,32.53749233,11.13189044,2051,10.823,8.790488934,2664024,2004,Jamaica
1.0905,8881368538,69.37184778,4.753705318,21.91655204,22.21175088,1187,30.3,8.711600183,21906444,2004,Ghana
1.29112,17596922470,35.4606853,4.205602606,48.26119958,13.10113085,1026,58.13,16.27811512,3726549,2018,Georgia
1.61534264,22890762090,0.305933516,17.4820632,3.689560132,14.17084,626,12.71,96.00450635,1315407,2015,Estonia
7.9162,8.3387E+11,1.512089134,15.02980824,21.3107299,101.7060504,778,11,77.15949572,17131296,2017,Netherlands
5.689,53953897624,15.95185808,42.05041023,15.71029775,9.197693915,608,21,68.33784417,7127822,2016,Bulgaria
0.92,11386850130,69.56521739,5.528846154,30.43478261,12.37701101,1485,26.9,14.16304348,2880703,2015,Albania
1.0884,30630912185,67.71407571,1.560430108,22.67548695,24.11567376,1604,273,9.610437339,20448873,2011,Cameroon
9.6316,2.73547E+11,88.83075404,19.48533279,9.007575041,26.73881947,652,58,2.161670922,11020362,2006,Greece
0.01,795673128.5,47,0.833333333,48,74.81452817,900,1.2,5,616899,2007,Comoros
0.01,698431827.7,47,0.833333333,48,74.22073089,900,1.2,5,604658,2006,Comoros
0.02,501025925.9,5,10,95,27.08959027,2083,0.2,0,68742,2011,Dominica
2.088,16674324662,91.95402299,1.177001127,6.48728666,11.24380293,1146,303.5,1.597875305,9880593,2008,Bolivia
13.43992,5064732716,96.72743083,11.24679498,2.114893541,0.613687601,1513,337,1.158105086,18250774,2004,Madagascar
72.123,1.89147E+11,85.94054265,131.3715847,11.20342724,3.803586687,18.1,1,2.856030118,85501064,2009,"Egypt, Arab Rep."
29.469,1.4217E+12,65.33645526,40.17586912,15.26349723,44.05182963,636,111.2,19.40004751,46797754,2018,Spain
2.066641026,13147743911,72.742838,17.03743632,22.4928349,18.49542079,630,20.7,4.764327101,32779823,2002,Kenya
120.1053125,1.60447E+11,80.43920065,16.02044985,10.77405562,3.408712894,2702,2018.7,8.786743725,217112437,2001,Indonesia
1.0884,20910513975,67.71407571,1.560430108,22.67548695,20.59689422,1604,273,9.610437339,17751333,2006,Cameroon
2.184,8639235842,94.0018315,1.036544851,4.487179487,5.166621036,1904,120.6,1.510989011,13714791,2007,Cambodia
6.11,98452791983,8.101472995,5.720438161,20.62193126,22.070477,637,42.38,71.27659574,21319685,2005,Romania
2.375,5.55455E+11,3.157894737,3.427128427,40.21052632,226.9951298,624,171,56.63157895,10175214,2018,Sweden
0.841364706,2241753120,67.29661212,3.589439872,29.43074441,5.374741371,151,3.5,3.272643466,11622665,2000,Niger
13.56,1.20551E+11,88.72620791,2.526080477,9.180087848,10.12067677,1738,1641,2.115666179,28806185,2008,Peru
39.87833333,2.40253E+11,78.72648838,29.6206888,12.53287504,10.41116613,593,227,8.740636582,65988663,2002,Turkiye
0.7701,1.20707E+11,62.272,3850.5,35.864,145.9068946,121,0,1.864,4124904,2017,Kuwait
7.137,75704720190,83.31221979,39.55331412,9.418477842,10.6352576,1410,23.5,7.269302372,10527592,2016,Dominican Republic
27.865,19271523179,94.29777492,143.5600206,2.700865708,0.672199677,161,1.405,3.001359376,5100083,2008,Turkmenistan
0.0253,1697737296,92.59259259,8.433333333,5.925925926,57.77759186,228,0.3,1.481481482,515638,2009,Cabo Verde
2.391409574,17660871726,90.21451544,12.71350119,8.928996152,6.42343625,686,25.8,0.856488407,13231833,2012,Senegal
0.6836,51775830726,10.51784669,0.226883505,68.00760679,65.07849299,1543,900,21.47454652,89906890,2019,"Congo, Dem. Rep."
3.55525,3.01458E+11,2.682180676,9.823846366,18.0639206,93.43940419,1110,55,79.25389872,8171966,2004,Austria
6.186947368,3.38062E+11,45.64504373,3.172793522,24.45335277,46.34831006,2875,580,29.9016035,30606459,2014,Malaysia
1.205022222,42760237561,49.72660716,5.275929169,29.46833622,32.42889908,1348,76.84,20.78338804,22469268,2013,Cote d'Ivoire
0.13,3666222600,45.38461538,0.975243811,31.53846154,50.39262212,1039,10.3,23.07692308,7212041,2001,Benin
3.3241,49593961142,56.73716194,5.742097081,25.11958124,16.59439096,1996,109.2,18.14325682,14781942,2012,Guatemala
81.862,3.34365E+11,94.78239668,18.13031538,1.470193832,3.847299826,1821,359.42,3.747409484,95776716,2019,Vietnam
0.09272,687408804.6,42.27782571,2.016528926,38.13632442,10.95685506,836,3,19.58584987,1479449,2001,"Gambia, The"
4.308,38270206950,82.84789644,615.4285714,14.10078595,13.36585083,56,0.7,3.051317614,5154790,2000,Libya
5.432,1.58326E+11,5.674034964,9.381692573,14.18995365,22.05008186,589,6,80.13601139,10038188,2008,Hungary
13.40476,5351701534,96.98047559,11.21737238,1.950948768,0.532465419,1513,337,1.06857564,17211934,2002,Madagascar
2.442547446,17774766636,89.461191,12.98536654,10.16104122,7.27714283,686,25.8,0.377767782,14356181,2015,Senegal
0.223,6031632168,34.08071749,3.391634981,63.0941704,19.79051051,1168,11.5,2.825112108,7661354,2016,Togo
0.2926,12208400000,45.215311,41.73441734,47.84688995,44.04272044,402,0.812,6.937799043,3979998,2012,West Bank and Gaza
34.0457,2.09193E+12,49.72504973,29.99885452,27.75242775,56.06974396,832,182.5,22.52252252,60421760,2018,Italy
0.0141,1213485185,14.89361702,7.05,85.10638298,80.49222286,2350,0.2,0,122724,2019,Grenada
22.46708333,4.15965E+11,87.38059326,936.1284722,9.464195935,20.73354713,59,2.4,3.155210802,26400068,2007,Saudi Arabia
0.61,10356327149,59.01639344,20.1986755,37.70491803,18.33261812,1212,9.5,1.639344262,12835028,2019,Rwanda
1.00584,89524131600,1.682885218,22.45679839,22.06998839,110.3783177,2054,7.1,76.24712639,3782995,2007,Puerto Rico
20.282,5220823685,98.25663257,54.75701944,0.95092769,0.411140707,327,47.15,0.792439742,23553551,2004,Afghanistan
81.862,57633255618,94.78239668,18.13031538,1.470193832,1.594746702,1821,359.42,3.747409484,83142095,2005,Vietnam
41.65767412,2.50164E+12,0.683810229,57.09659281,25.95107433,68.59013394,700,107,73.36457533,82534176,2003,Germany
0.2819,8938868165,69.79166667,0.861552567,25.34722222,29.39754677,285,6.16,4.861111111,2067919,2009,Namibia
0.08362,2300453634,59.79430758,0.292889667,29.10786893,42.34859096,2592,28.55,11.09782349,858306,2003,Fiji
0.9803,49997186439,0.163215342,6.628127113,16.63776395,43.02294743,1162,18.67,83.19902071,2061980,2014,Slovenia
1.812,49929337837,38.04347826,58.79299156,13.04347826,27.55482221,661,4.8,48.91304348,6398940,2015,Lebanon
21.6025,7.35975E+11,83.86015326,900.1041667,12.10249042,27.32928645,59,2.4,4.037356322,30821543,2012,Saudi Arabia
22.31,6.44936E+11,82.68571906,929.5833333,13.07345199,29.8162434,59,2.4,4.240828946,33416270,2016,Saudi Arabia
2.739185714,3.08884E+11,26.72594524,2.083030961,33.36271186,123.2738995,1414,382,39.91134289,4623291,2005,Norway
0.7057,36970918699,20.78492491,1.871883289,45.26778124,66.27799671,1010,148,33.94729385,19450959,2005,Angola
6.664,10192848926,95.49819928,4.344198175,1.950780312,1.736016346,1834,190.4,2.551020408,6508803,2012,Lao PDR
2.7538,5.22762E+11,30.68012637,2.094144487,30.42957261,134.7413534,1414,382,38.89030103,5079623,2013,Norway
7.988,7536439875,64.92238358,52.69824515,7.210816224,1.185516381,691,63.46,26.0891337,8925525,2017,Tajikistan
1.8378,3480355258,57.67765807,11.04447115,29.94885189,3.295906668,1485,26.9,12.37349004,3089027,2000,Albania
0.0048,1370070370,15.56534508,9.230769231,62.84875184,316.156931,1030,0.052,21.58590308,83251,2008,Antigua and Barbuda
13.4575,9982711338,95.89212873,11.26150628,2.91364545,0.737522327,1513,337,1.194225819,21731053,2010,Madagascar
0.1459,3422754800,8.430431803,0.264311594,54.96915696,22.56731733,2391,200,36.60041124,4889391,2018,Liberia
15.868,1.54689E+12,59.84768088,6.380377965,23.37224546,79.18513156,534,492,16.78007366,22733465,2012,Australia
2.873,11662040714,64.67811722,57.95844261,29.3808837,3.375428458,562,6.859,5.940999082,2983421,2008,Armenia
32.5265,1.37766E+12,14.5663998,28.47456885,18.0865367,64.16603144,867,200,67.3470635,61367388,2001,France
1.172,542795446.5,91.38225256,28.26821032,8.447098976,0.824702127,1500,8.215,0.170648464,1019362,2007,Timor-Leste
2.406414286,1.71247E+11,31.98817495,1.829972841,33.32620981,125.8555859,1414,382,34.68561523,4490967,2000,Norway
3.66,47962439304,86.61202186,9.786096257,11.20218579,12.96577921,1300,92.2,2.18579235,3361637,2011,Uruguay
0.0253,1741809809,92.59259259,8.433333333,5.925925926,61.61127916,228,0.3,1.481481482,533864,2012,Cabo Verde
2.688,2.62835E+11,5.580357143,3.878787879,38.50446429,135.7127448,624,171,55.91517857,8872109,2000,Sweden
69.7,1.52492E+12,19.93957704,4.432587467,20.24169184,17.94351918,460,4312,59.81873112,142849468,2010,Russian Federation
4.032,82035800868,80.20833333,33.23990107,12.27678571,18.81932909,630,20.7,7.514880952,48948137,2017,Kenya
1.8339,22449129483,0.414394766,19.8474026,3.858369684,12.76354432,626,12.71,82.35047395,1340680,2007,Estonia
1.352555556,3.36378E+11,5.433878079,6.508929526,57.37707821,239.8664453,1118,49,37.18904372,4807388,2017,Ireland
33.64477692,2.19993E+12,42.20548594,29.64558721,27.18199038,55.5306392,832,182.5,30.61252368,59095365,2009,Italy
2.2007805,1.15035E+11,0.955820941,366.79675,46.43946016,75.46060531,2497,0.6,52.6047189,4166664,2004,Singapore
0.0662,916777282.7,0.604229607,0.306481482,82.77945619,25.31496011,1343,141,16.6163142,3759170,2000,Central African Republic
199.97,3.39206E+11,93.97656037,122.6734556,5.260288907,1.491046671,494,55,0.763150722,216379655,2017,Pakistan
0.0452,3227927697,8.849557522,0.026968974,68.67256637,142.6792917,1646,222,22.35988201,3134030,2000,"Congo, Rep."
0.004873333,919729629.6,15.90538336,9.371794872,62.96900489,237.4108899,1030,0.052,21.37030995,78941,2004,Antigua and Barbuda
35.08322747,1.94955E+12,39.48029697,30.91305619,25.52978094,55.93721782,832,182.5,34.98992208,58143979,2006,Italy
12.56274545,1.64866E+12,12.07987347,21.41985585,46.7246606,187.6696152,1220,145,41.19546593,59119673,2001,United Kingdom
4.556,5.3539E+11,0.927643785,55.97051597,16.72077922,99.4482023,847,12,82.35157699,11209057,2014,Belgium
1.452,47722657821,29.47658402,4.785761371,38.98071625,37.89837174,618,34,31.54269972,9469379,2016,Belarus
0.08298,1833279985,60.25548325,0.290647986,28.75391661,42.25268643,2592,28.55,10.99060014,849891,2002,Fiji
0.0047,2886170572,0,15.66666667,94.91525424,738.0576635,1972,0.03,5.084745763,387539,2012,Maldives
21.24,81003884545,62.92949261,29.4590846,11.98343218,5.648733199,250,64.35,25.08707521,15308085,2006,Kazakhstan
0.1972,15110716534,37.67748479,2.062114399,45.84178499,61.51280747,416,2.4,16.48073022,2134037,2011,Botswana
591.8,1.12333E+13,64.40394583,43.22168826,13.27537201,19.97149805,645,2812.9,22.32068216,1387790000,2016,China
1.571,78813839984,32.9726289,5.177982861,46.72183323,37.36651784,618,34,20.30553787,9448515,2014,Belarus
11.8978,3.06144E+11,9.499912509,41.18310834,18.59664155,27.44151855,600,53.6,71.90344595,38165445,2005,Poland
5.796421053,1.24749E+11,45.64504373,2.972523617,24.45335277,30.61151858,2875,580,29.9016035,25333247,2004,Malaysia
6.750163636,1.17027E+11,59.63669391,94.97908592,33.83352796,18.7396069,89,11.247,6.529778124,33435080,2006,Algeria
222.635,9.31877E+11,85.2067285,29.69654528,10.69014306,4.061273494,2702,2018.7,4.103128439,261850182,2016,Indonesia
31.221,1.23355E+12,65.22853208,42.56441718,15.66253483,39.47642671,636,111.2,19.10893309,46484062,2016,Spain
2.25275,33756238767,77.40888029,1.713508785,15.84880879,13.78885264,1130,117,6.74231092,5843939,2011,Paraguay
9.326736364,31952763089,90.7674028,28.52212955,8.68470994,4.735622676,848,122,0.547887257,91817929,2011,Ethiopia
0.923,43370860549,52.24823486,102.2261602,44.54663694,44.53304117,111,0.682,3.205128205,10459865,2018,Jordan
1.3482,6728208836,90.57917346,13.24621733,7.065619908,3.996909958,92,0.4,2.355206636,3636113,2012,Mauritania
0.175,587029054.4,75.78947368,1.495726496,17.94736842,4.322107581,1577,16,6.263157895,1379713,2005,Guinea-Bissau
33.564,2.27367E+11,91.48048853,47.14044944,3.187369675,5.697229918,216,35.2,16.08579088,40590700,2018,Iraq
77.7686,39552513316,94.49140147,17.22373317,1.467727947,1.451493,1821,359.42,4.040870578,81475825,2003,Vietnam
11.975,69683935845,74.24394319,52.88143078,4.083542189,4.032498205,447,8.115,25.9732665,9295784,2012,Azerbaijan
29.197,9.43942E+11,58.03401883,85.22183304,25.78481678,40.44413186,1274,64.85,16.1811644,49307835,2009,"Korea, Rep."
8.749,6992393787,81.08355241,57.7186964,3.72614013,1.010643897,691,63.46,3.87472854,8725318,2016,Tajikistan
91.79128,3.28481E+11,74.03928741,28.06214613,8.62188694,3.825130749,2348,479,17.33882565,106738501,2017,Philippines
0.07,4610096000,67.65432099,87.5,24.69135802,66.89268624,1422,0.08,7.654320988,276197,2012,Barbados
1.7215,9683867894,88.52744699,7.344283277,9.532384548,5.625250011,151,3.5,1.940168458,20128124,2015,Niger
0.3808,4603100000,46.7904099,54.31464841,46.47589585,20.62342437,402,0.812,6.733694251,3236626,2004,West Bank and Gaza
0.475640977,8234762201,61.4129726,15.74970124,35.69619153,16.49276812,1212,9.5,2.890835872,11368451,2014,Rwanda
0.29554,3081024212,0.338363673,0.099676223,56.94660621,37.23053156,3142,801,42.71503011,5698489,2001,Papua New Guinea
0.637,27871725206,40.65934066,5.82799634,51.49136578,42.75436477,1180,39,7.849293564,33295738,2011,Uganda
2.676,2.42396E+11,5.047672462,3.861471862,38.75490746,138.2972979,624,171,56.19742008,8895960,2001,Sweden
2.126,9260284938,58.20292781,42.88884406,32.85815245,4.00447266,562,6.859,8.938919738,2946293,2010,Armenia
67.092,1.07426E+11,86.07663249,122.2076503,10.14570966,3.404093284,18.1,1,3.777657852,80629670,2006,"Egypt, Arab Rep."
0.818,9450697336,51.43031785,7.820267686,45.91687042,10.24553816,748,12.5,2.652811736,15650022,2009,Burkina Faso
11.51,4.39738E+11,10.06076389,39.84077535,17.94270833,34.53603382,600,53.6,67.59949252,38151603,2009,Poland
37.19865,1.61734E+12,11.70545189,3.830962925,13.11719985,37.62185488,537,2850,75.17734826,34004889,2010,Canada
1.068,4438778424,94.19475655,77.55991285,3.867041199,3.294665704,788,2.64,1.938202247,1099920,2010,Eswatini
2.357317659,16121314671,90.73488919,12.53225762,8.077936673,6.183037032,686,25.8,1.187174139,12530121,2010,Senegal
0.66652,15285594828,27.70393928,1.76795756,41.3128919,53.3878978,1010,148,30.98316882,17516139,2002,Angola
65.415,89600665557,86.12440191,119.1530055,9.77443609,3.267723974,18.1,1,4.101161996,79075310,2005,"Egypt, Arab Rep."
