Total Water Withdrawals (bcm),GDP (current US$),Agriculture Water Withdrawals (%),Water Stress Level (%),Domestic Water Withdrawals (%),Water Productivity (2015 US$ GDP per cubic meter),Average Precipitation (mm per year),Renewable Internal Water Resources (bcm),Industry Water Withdrawals (%),Total Population,Year,Country
1.162,51588158718,51.63511188,5.087565674,27.53872633,45.36800819,1348,76.84,20.82616179,24848016,2017,Cote d'Ivoire
5.184,61136873692,89.35185185,12.96324081,10.16589506,11.63552273,1071,84,0.482253086,59872579,2019,Tanzania
0.0045,1137637037,15.63307494,8.653846154,62.66149871,268.2546574,1030,0.052,21.70542636,86729,2011,Antigua and Barbuda
0.01,915659192.8,47,0.833333333,48,77.78063332,900,1.2,5,629470,2008,Comoros
0.0198,19749893536,5.050505051,0.183503244,79.7979798,714.6981636,2156,26,15.15151515,994971,2008,Equatorial Guinea
64,2.2083E+12,19.93957704,4.070094662,20.24169184,21.20209453,460,4312,59.81873112,143201721,2012,Russian Federation
5.72,67158415842,83.19039451,817.1428571,12.00686106,11.11622423,56,0.7,4.802744425,6378261,2017,Libya
1.45,11597014807,83.37931034,13.38379177,13.10344828,9.431163251,1440,13.007,3.517241379,9730638,2009,Haiti
66.2,3.06602E+11,19.93957704,4.210004166,20.24169184,12.39025192,460,4312,59.81873112,145976482,2001,Russian Federation
3.66,17362857684,86.61202186,9.786096257,11.20218579,9.229878882,1300,92.2,2.18579235,3317665,2005,Uruguay
0.101,2138000000,67.72277228,1.260294485,11.28712871,21.17310604,1705,15.26,20.99009901,352335,2014,Belize
0.766,9990370016,67.10182768,27.84442021,31.9843342,12.12724755,2041,2.751,0.91383812,1244121,2008,Mauritius
0.499275,9239221859,37.9550348,4.567932296,52.43102499,33.85137754,1180,39,9.613940213,27946588,2005,Uganda
1.5395,2379818383,94.69308217,3.514840183,3.981812277,2.009837151,2387,241,1.325105554,758367,2006,Guyana
14.9408,1.88111E+11,30.00107089,19.358383,21.99882202,8.046242999,565,55.1,48.00010709,46258189,2008,Ukraine
1.3482,4714592493,90.57917346,13.24621733,7.065619908,3.578866229,92,0.4,2.355206636,3322616,2009,Mauritania
1.72,7.06235E+11,9.309222003,6.559877956,53.32015351,387.9119903,1537,40.4,37.37062449,8089346,2013,Switzerland
9.9158,87924544000,81.4277072,6.782352941,13.0369026,9.183990991,2274,442.4,5.5353902,15483883,2012,Ecuador
0.886995,3.13116E+11,52.06872643,23.98580314,43.58694243,352.3105638,703,6,4.344331141,5728010,2016,Denmark
0.046,12750339023,4.362050164,0.027446301,69.46564886,209.7259726,1646,222,26.17230098,5570733,2019,"Congo, Rep."
0.0198,12200912828,5.050505051,0.183503244,79.7979798,572.8082523,2156,26,15.15151515,1450694,2017,Equatorial Guinea
5.266325,48835925926,53.14498099,18.11912954,32.40470438,12.42027871,1335,38.12,14.45031463,11260630,2006,Cuba
11.14,44291490421,73.53108507,49.19408258,5.628834759,4.034926104,447,8.115,20.84008017,8947243,2009,Azerbaijan
0.196618182,10118518637,37.7620147,2.056030344,44.87818215,52.43798148,416,2.4,17.35980315,2048997,2009,Botswana
15.81808687,2.86563E+11,62.61893681,2.367977077,21.08296239,14.75978029,3240,2145,16.2981008,44816108,2010,Colombia
56.11,6.55448E+11,58.30454141,2.652955083,23.85040071,21.14454691,1782,5661,17.84505788,175873720,2000,Brazil
10.8102,95054094655,50.95623867,8.38,33.15207339,20.30311566,1150,221,15.89168794,129583026,2002,Nigeria
0.175,592365688.1,75.78947368,1.495726496,17.94736842,4.421920518,1577,16,6.263157895,1414091,2006,Guinea-Bissau
1.333044444,34936305297,44.77470119,5.83644678,34.53748312,25.98827252,1348,76.84,20.68781569,21120042,2010,Cote d'Ivoire
79.1,5.03784E+12,67.63590392,36.36781609,18.96333755,57.90217144,1668,430,13.40075853,126811000,2018,Japan
0.865,5439422031,3.947140631,12.84526285,15.11916441,6.964988101,450,1.62,80.93369496,2865213,2009,Moldova
0.223,2281482855,34.08071749,3.391634981,63.0941704,11.77234244,1168,11.5,2.825112108,5711597,2005,Togo
0.101,1461500000,67.72277228,1.260294485,11.28712871,17.49405605,1705,15.26,20.99009901,280375,2005,Belize
0.16542,20072786351,69.35040579,22.61071624,27.31917095,119.8279692,498,0.78,3.330423255,1055438,2006,Cyprus
0.2801,1117113046,79.25740807,10.19286754,15.38736166,7.775036434,1274,10.06,5.355230275,7388874,2005,Burundi
5.3,4.96153E+11,0.720865038,65.11056511,14.51742091,83.77471285,847,12,84.76171406,11106932,2012,Belgium
0.12406,5023265365,32.4842818,0.447870036,57.8913429,79.76997237,1831,164,9.624375302,1306590,2001,Gabon
22.773,6.5427E+11,83.88369845,948.875,12.18186211,28.73006365,59,2.4,3.934439433,32749848,2015,Saudi Arabia
0.16674,18433411267,72.79471864,22.7911427,24.25023577,113.5278411,498,0.78,2.955045583,1037062,2005,Cyprus
4.825894737,2961484954,98.15796362,7.447368421,1.693713737,1.296675848,282,60,0.148322645,11239101,2000,Mali
1.607,21717622071,73.30429372,4.621268764,19.60174238,13.56347499,1976,90.66,7.093963908,9460798,2016,Honduras
4.151271429,1.40404E+11,2.16677643,9.844134286,17.50755355,49.29833322,536,107,80.32567002,5200598,2002,Finland
0.634357143,50915016294,0.835491499,1.410309344,81.81511091,81.30380962,1113,37.7,17.34939759,4311159,2006,Croatia
0.450769173,7815975294,61.78912235,14.92613155,34.99415369,16.39186529,1212,9.5,3.216723962,11101350,2013,Rwanda
0.5512,8336478142,22.76850508,13.33978703,41.07402032,14.89585488,619,5.4,36.1574746,2043559,2007,North Macedonia
8.569333333,2.1381E+11,63.80390576,120.575958,33.78155571,18.67790153,89,11.247,2.414538526,38760168,2014,Algeria
0.7057,81699526881,20.78492491,1.871883289,45.26778124,99.10562764,1010,148,33.94729385,23364185,2010,Angola
23.542,1.7934E+11,63.16420296,32.6518724,14.74230923,8.581099362,250,64.35,22.09348781,18276452,2018,Kazakhstan
34.976,1.474E+12,65.16178,47.68370825,16.57999044,35.1956611,636,111.2,18.25822956,45226803,2007,Spain
23.38,8.16579E+11,81.56355802,974.1666667,13.05016928,28.95072566,59,2.4,5.386272699,35018133,2018,Saudi Arabia
0.6292,2.64467E+11,27.13575645,17.01460249,65.53277415,446.4729347,703,6,7.3314694,5419432,2005,Denmark
0.5565,1.0572E+11,13.25163399,2.394578313,47.79411765,178.791104,824,12.6,38.95424837,5454147,2019,Slovak Republic
1.0471,9401731496,47.5749967,25.34123911,30.1528567,8.240687115,619,5.4,22.2721466,2050671,2009,North Macedonia
0.2819,13042007432,69.79166667,0.861552567,25.34722222,34.4182676,285,6.16,4.861111111,2167470,2012,Namibia
0.236,30204783462,14.64891041,1.390689452,64.28571429,109.1253646,667,16.94,21.0653753,2012647,2013,Latvia
5.184,39650522646,89.35185185,12.96324081,10.16589506,7.553720147,1071,84,0.482253086,47786137,2012,Tanzania
0.94184,44993992365,51.64545734,104.31277,45.01656318,44.48337716,111,0.682,3.337979473,10698683,2019,Jordan
0.62,13074137210,60.16129032,22.53725918,37.74193548,18.677302,2041,2.751,2.096774194,1260934,2014,Mauritius
0.915466667,34414784504,0.502000728,6.189767861,18.70134594,40.50354413,1162,18.67,80.79665333,1997012,2004,Slovenia
1.068,3469363996,94.19475655,77.55991285,3.867041199,3.09985935,788,2.64,1.938202247,1084008,2007,Eswatini
1.5433,13286083645,76.71889162,2.692428472,18.51612068,8.643077076,2280,156.21,4.764987699,6389235,2016,Nicaragua
17.84563031,3.34944E+11,65.30778474,2.671501543,19.2860294,13.99181924,3240,2145,15.40618586,45308899,2011,Colombia
0.232,19909190059,66.32653061,31.71131766,33.67346939,85.81547439,498,0.78,2.040816327,1187280,2015,Cyprus
0.1551,35473776596,33.31031308,133.7068966,63.44383057,216.2168564,83,0.004,3.245856354,1456834,2017,Bahrain
0.488307692,1136896124,46.15626969,3.585225347,18.84057971,7.817302301,241,34.8,35.0031506,2450979,2000,Mongolia
1.172,1042411479,91.38225256,28.26821032,8.447098976,1.172115312,1500,8.215,0.170648464,1112976,2011,Timor-Leste
9.5625,5494252208,97.46405229,8.369070541,2.113464052,1.404691658,1500,198.2,0.42248366,24559500,2000,Nepal
0.970363636,1.00208E+11,14.89645196,4.669699886,54.68631034,165.0837604,1118,49,30.4172377,3805174,2000,Ireland
8.983979,5.96055E+11,14.08864996,31.0971928,21.60462522,63.6135856,600,53.6,64.30672482,37965475,2019,Poland
25.95580406,2.93482E+11,71.76422152,3.88559941,14.97125052,11.30697984,3240,2145,13.26452796,47119728,2015,Colombia
0.0047,5609400722,0,15.66666667,94.91525424,1154.265267,1972,0.03,5.084745763,504508,2019,Maldives
7.707,4794357795,92.7549357,50.03895598,2.89802572,0.682949599,533,48.93,4.34703858,5447900,2010,Kyrgyz Republic
81.862,2.57096E+11,94.78239668,18.13031538,1.470193832,3.118232463,1821,359.42,3.747409484,93126529,2016,Vietnam
40.53690453,2.81435E+12,0.673772818,55.56045029,25.91774059,71.31480161,700,107,73.40848658,82516260,2004,Germany
2.7318,5.09506E+11,30.92719353,2.077414449,29.86932172,134.4362963,1414,382,39.20348475,5018573,2012,Norway
0.1016,1409694554,38.58267717,2.209656372,40.5511811,12.2124648,836,3,20.86614173,1998212,2011,"Gambia, The"
54.55,86138288615,91.66055718,156.438199,4.464809384,1.673869067,206,16.34,3.874633431,31847900,2016,Uzbekistan
442.72,1.47699E+13,35.21391358,28.05576679,12.28477911,36.99115758,715,2818,52.5013073,304093966,2008,United States
3.217,48122744708,80,81.68499099,15.0075643,12.80742583,207,4.195,4.992435704,11032528,2011,Tunisia
0.17452,17538461538,68.04149173,300.8965517,28.03161274,200.5727298,74,0.056,3.92689553,678831,2001,Qatar
0.0253,1850470042,92.59259259,8.433333333,5.925925926,62.10589303,228,0.3,1.481481482,539940,2013,Cabo Verde
0.0409,345495615,62.59168704,1.876146789,35.94132029,8.049620882,3200,2.18,1.466992665,204632,2016,Sao Tome and Principe
1.2114,62202700000,36.82516097,0.90107111,62.66303451,49.48426357,2928,136.6,0.511804524,4096063,2017,Panama
0.64295,1274190311,81.74041527,4.124118024,6.166887005,5.172950521,2331,99,12.09269772,503780,2003,Suriname
0.62,12594149441,57.02875399,22.53725918,41.0543131,20.11462718,2041,2.751,1.916932907,1263473,2016,Mauritius
444.3961118,1.8206E+13,39.65878143,28.16198427,13.14231696,40.96800188,715,2818,47.19890162,320738994,2015,United States
0.175,1504630121,75.78947368,1.495726496,17.94736842,6.828321684,1577,16,6.263157895,1924955,2018,Guinea-Bissau
2.8056,4.28757E+11,30.11369712,2.133536122,31.71401076,126.2160425,1414,382,38.17229212,4889252,2010,Norway
1.8833625,96074477958,1.029455519,313.89375,46.39359979,74.61965488,2497,0.6,52.57694469,4027887,2000,Singapore
0.13,14262408080,25.21367521,0.975243811,61.96581197,102.0677863,1039,10.3,12.82051282,11940683,2018,Benin
2.184,22177200512,94.0018315,1.036544851,4.487179487,9.45600534,1904,120.6,1.510989011,15830689,2017,Cambodia
1.634,89936020806,85.84401709,116.7142857,6.944444444,45.28414386,125,1.4,7.211538462,3816680,2013,Oman
62.061,80288461538,86.22384497,113.0437158,9.001544727,3.167287177,18.1,1,4.774610308,75963322,2003,"Egypt, Arab Rep."
0.0253,1596800287,92.59259259,8.433333333,5.925925926,63.11463586,228,0.3,1.481481482,552166,2015,Cabo Verde
0.101,2029500000,67.72277228,1.260294485,11.28712871,20.34123471,1705,15.26,20.99009901,344688,2013,Belize
92.95,6.26133E+11,92.17577706,81.28908129,6.645230439,4.477039463,228,128.5,1.178992497,76342971,2011,"Iran, Islamic Rep."
27.297,2.85596E+12,7.744440781,23.89652456,19.35377514,88.37386519,867,200,72.90178408,66312067,2014,France
0.343796667,8085700000,45.215311,49.03675177,47.84688995,30.47469919,402,0.812,6.937799043,3689099,2009,West Bank and Gaza
68.7809,7.56706E+11,76.45348837,25.80044863,13.95348837,12.69092582,758,409,9.593023256,99394288,2001,Mexico
0.543666667,4234999823,42.30533415,3.991678904,16.37032495,11.50361056,241,34.8,41.3243409,2605643,2007,Mongolia
0.0429,2094201725,70.86247086,14.3,29.13752914,46.18745071,2301,0.3,0,178583,2019,St. Lucia
12.1486,1.72219E+11,8.613870942,42.0512288,18.19164519,23.12826099,600,53.6,73.19448387,38258629,2000,Poland
37.69,5.30163E+11,73.92800424,10.45666408,15.48438327,15.54588204,591,292,10.58761249,41261490,2011,Argentina
0.648,2968369991,58.01442216,6.195028681,39.69416155,7.88245087,748,12.5,2.291416282,11882888,2000,Burkina Faso
1.3482,6166857629,90.57917346,13.24621733,7.065619908,4.574141543,92,0.4,2.355206636,3946220,2015,Mauritania
1.418566667,34078243426,41.96489414,6.210887332,37.40395235,22.06134638,1348,76.84,20.63115351,20244449,2008,Cote d'Ivoire
1.945,1.37143E+11,1.234647934,29.57725061,36.85310779,78.6364074,677,13.15,61.91224427,10211216,2005,Czechia
51.45,10134453435,90.22130726,147.5480356,6.476239492,0.690543817,206,16.34,3.302453251,25567650,2003,Uzbekistan
1.7322,23144351852,23.99261055,5.709294661,46.90566909,19.78659539,618,34,29.10172036,9730146,2004,Belarus
3.807,6689957600,78.91077839,35.73976718,14.00836891,5.211719803,692,12.26,7.081691621,11834676,2000,Zimbabwe
3.49,4.09402E+11,2.207840554,9.643547941,20.61796627,107.6089117,1110,55,77.17419318,8429991,2012,Austria
0.1459,1373000000,8.430431803,0.264311594,54.96915696,14.45010691,2391,200,36.60041124,3632740,2007,Liberia
0.101,2315000000,67.72277228,1.260294485,11.28712871,21.77720308,1705,15.26,20.99009901,382066,2018,Belize
1.0884,23928251334,67.71407571,1.560430108,22.67548695,21.48824315,1604,273,9.610437339,18251866,2007,Cameroon
13.0106,16330814180,92.23248736,91.23842917,3.819962185,2.903609009,1712,52.8,3.947550459,18777606,2000,Sri Lanka
176.38725,91760542940,94.302451,108.2063984,4.170369457,0.932508508,494,55,1.527179544,166876680,2003,Pakistan
12.472,4.4812E+11,44.16833667,9.668217054,40.08016032,40.84123081,1150,221,15.75150301,203304492,2019,Nigeria
1.748,25115753366,0.275636741,18.91774892,3.416631438,12.48129833,626,12.71,96.30773182,1317997,2013,Estonia
15.0356,1.11885E+11,30.00079811,19.48121275,21.998457,7.226361912,565,55.1,48.0007449,46787786,2006,Ukraine
2.646,3.85118E+11,5.067567568,3.818181818,38.01301301,152.5818242,624,171,56.91941942,8993531,2004,Sweden
0.0198,21765454404,5.050505051,0.183503244,79.7979798,732.6817968,2156,26,15.15151515,1295183,2014,Equatorial Guinea
20.282,20564485419,98.1696273,54.75701944,0.99838511,0.946122301,327,47.15,0.831987591,31541209,2013,Afghanistan
0.493,3.75473E+11,4,82.16666667,45,709.6508524,2497,0.6,51,5703569,2019,Singapore
1.172,1395519568,91.38225256,28.26821032,8.447098976,1.26720006,1500,8.215,0.170648464,1161555,2013,Timor-Leste
1.112,3.76692E+11,44.03346543,95.93650246,44.03346543,309.4933708,435,0.75,4.614707178,8882800,2018,Israel
0.0429,1807227215,70.86247086,14.3,29.13752914,42.12650852,2301,0.3,0,175623,2015,St. Lucia
586.83,6.08716E+12,62.50423585,42.85870788,12.9786513,12.87272077,645,2812.9,24.51711284,1337705000,2010,China
69.8605,2.46519E+12,57.32160732,3.303096927,23.96682397,25.83525408,1761,5661,18.71156871,199977707,2012,Brazil
1.812,51953744530,38.04347826,58.79299156,13.04347826,25.73783121,661,4.8,48.91304348,5781907,2019,Lebanon
0.0044,1605944444,15.65217391,8.461538462,62.60869565,353.3241461,1030,0.052,21.73913043,91626,2018,Antigua and Barbuda
34.0457,1.83664E+12,49.72504973,29.99885452,27.75242775,53.94624611,832,182.5,22.52252252,60730582,2015,Italy
1.201,3.58245E+11,43.34633723,103.6148736,43.34633723,275.3507306,435,0.75,0,8713300,2017,Israel
0.1391,10327598801,28.97196262,0.502166065,60.891445,72.91287468,1831,164,10.13659238,1502534,2006,Gabon
0.1879,13530738158,36.31522897,1.964864582,47.12460064,72.01031484,416,2.4,16.56017039,2305171,2015,Botswana
0.9416,74827400000,2.384950464,21.02254968,20.40172266,113.5226278,2054,7.1,77.21332688,3826095,2003,Puerto Rico
35.02590909,2.87531E+11,72.895539,9.717542196,15.74001566,14.63747449,591,292,11.36444534,39876111,2007,Argentina
0.0122,953174074.1,1.282051282,50.83333333,98.71794872,77.89053788,1427,0.024,0,47789,2014,St. Kitts and Nevis
2.088,33000198248,91.95402299,1.177001127,6.513409962,15.80469265,1146,303.5,1.53256705,11090085,2015,Bolivia
0.0725,1993408072,0.551724138,0.335648148,82.89655172,28.316863,1343,141,16.55172414,4467233,2008,Central African Republic
0.582,1380188800,94.50171821,11.17511521,5.326460481,3.355391703,384,2.8,0.171821306,3005779,2008,Eritrea
0.2801,2333341375,79.25740807,10.19286754,15.38736166,10.54321312,1274,10.06,5.355230275,9795479,2012,Burundi
81.496,1.5598E+11,82.44576421,24.91470498,8.537842348,2.469039178,2348,479,9.016393443,89561377,2007,Philippines
0.01,1188797575,47,0.833333333,48,107.3934162,900,1.2,5,776313,2018,Comoros
2.809,22066031834,82.00757576,71.32519107,13.82575758,10.33623359,207,4.195,4.166666667,9995123,2001,Tunisia
10.30382727,64589334979,91.64291115,31.51017515,7.861156622,6.26847998,848,122,0.495932226,102471895,2015,Ethiopia
1.4447,5173760192,94.34484668,3.298401827,4.243095452,3.510100121,2387,241,1.412057867,798753,2019,Guyana
0.07,5097283200,67.65432099,87.5,24.69135802,68.80696786,1422,0.08,7.654320988,279688,2018,Barbados
3.66,40284481652,86.61202186,9.786096257,11.20218579,12.32932315,1300,92.2,2.18579235,3352651,2010,Uruguay
1.4447,4127659492,94.34484668,3.298401827,4.243095452,2.94221382,2387,241,1.412057867,751115,2014,Guyana
0.691,6488750453,67.43849493,25.11813886,30.96960926,11.50554738,2041,2.751,1.591895803,1228254,2005,Mauritius
0.818,13943016924,51.43031785,7.820267686,45.91687042,13.91894857,748,12.5,2.652811736,18169842,2014,Burkina Faso
0.3921,14250755231,0.25503698,0.132242833,57.00076511,41.67227363,3142,801,42.74419791,7583269,2010,Papua New Guinea
1.634,78710793238,82.63888889,116.7142857,5.448717949,48.1706201,125,1.4,10.87962963,4191776,2015,Oman
1.283375,39337314810,73.19567547,5.594485615,19.40196747,31.2496035,1187,30.3,7.402357066,26205941,2011,Ghana
4.8865,47334148578,82.84789644,698.0714286,14.10078595,15.14185761,56,0.7,3.051317614,5837986,2005,Libya
1.729642222,17011750000,67.56373938,10.79003258,22.3796034,11.67708016,1784,15.63,10.05665722,6044131,2007,El Salvador
0.0905,782915402.4,43.31491713,1.968247064,37.45856354,10.61023717,836,3,19.22651934,1437539,2000,"Gambia, The"
0.2801,2712324134,79.25740807,10.19286754,15.38736166,11.07035522,1274,10.06,5.355230275,11155593,2017,Burundi
0.07,4465657300,67.65432099,87.5,24.69135802,69.28740927,1422,0.08,7.654320988,273791,2009,Barbados
7.707,5139957785,92.88274319,50.03895598,2.846902722,0.666935692,533,48.93,4.270354084,5318700,2008,Kyrgyz Republic
0.22115,60882142857,53.7757258,381.2931034,44.2627227,284.5091741,74,0.056,1.961551504,1015060,2006,Qatar
2.689,4.95813E+11,3.644477501,3.88023088,37.8951283,168.6943514,624,171,58.4603942,9378126,2010,Sweden
0.0079,770901444.4,0,7.9,99.97647612,96.86593913,1583,0.1,0.023523877,106912,2014,St. Vincent and the Grenadines
0.0047,2271646188,0,15.66666667,94.91525424,666.3838567,1972,0.03,5.084745763,336883,2008,Maldives
2.809271429,2.64512E+11,31.6512082,2.136328083,31.2738996,117.1234786,1414,382,37.0748922,4591910,2004,Norway
61.09358,7.78472E+11,87.11795908,45.37887544,11.09371053,16.18242539,593,227,1.788330387,82809304,2018,Turkiye
0.046,9723300391,4.362050164,0.027446301,69.46564886,204.7507236,1646,222,26.17230098,4257230,2009,"Congo, Rep."
1.427,3.99322E+11,4.555010512,20.04213483,59.0049054,260.1655934,1118,49,36.44008409,4934340,2019,Ireland
13.3696,4629247091,97.23551939,11.18794979,1.786141695,0.575098942,1513,337,0.978338918,16216431,2000,Madagascar
1.2114,66984400000,36.82516097,0.90107111,62.66303451,52.836832,2928,136.6,0.511804524,4232532,2019,Panama
2.028535354,8773451752,91.51649446,1.143481034,6.569899166,9.528509357,1146,303.5,1.913606374,9216279,2004,Bolivia
43.063,1.87218E+11,87.81054098,60.48174157,2.670071976,4.32655822,216,35.2,10.93568609,39621162,2017,Iraq
1.5198,6763361733,77.73979357,2.651430565,17.42160279,5.862971708,2280,156.21,4.838603642,5529811,2006,Nicaragua
35.36,1.5384E+11,83.03697432,8.980089395,3.576065481,4.955392038,1522,885,13.38978267,16334575,2006,Chile
0.0429,1401507889,70.86247086,14.3,29.13752914,40.66196419,2301,0.3,0,169688,2009,St. Lucia
13.79723077,2.88868E+11,61.79963967,44.17941329,29.00253564,19.39134562,495,44.8,9.197824685,49017147,2005,South Africa
